"UID","taxon","genus","species","type","year","latitude","longitude","locality","collector","issues"
"398720021","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,41.276024,-81.767594,"Hinckley Township, OH 44233, USA","theancientwatcher","cdc,cdround"
"399111301","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,42.702847,-78.753045,"Chestnut Ridge, Orchard Park, NY, US","traff27","cdc,cdround"
"399126335","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,31.101906,-89.17942,"Mississippi, US","alli-gator","cdc,cdround"
"399911934","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,37.910117,-79.199819,"Raphine, VA 24472, USA","chiphildreth","cdc,cdround"
"399192218","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,42.116918,-79.988803,"Erie County, US-PA, US","amwagner","cdc,cdround"
"399222432","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,35.400945,-82.757728,"Pisgah National Forest, Pisgah Forest, NC, US","clemsonfloyd","cdc,cdround"
"399323101","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,41.330967,-80.252533,"Breese Rd, Fredonia, PA, US","Laura Hlusko","cdc,cdround"
"399323493","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,35.152778,-85.3937,"Prentice Cooper State Forest, Chattanooga, TN, US","Hill Craddock","cdc,cdround"
"399424453","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,37.94495,-79.792,"George Washington & Jefferson National Forests, Millboro, VA, US","Izabella Farr","cdc"
"399429431","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,37.94513,-79.79203,"George Washington & Jefferson National Forests, Millboro, VA, US","Jeff Clark","cdc"
"401209751","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,41.617197,-80.115326,"Springs Rd, Meadville, PA, US","chrishlundberg","cdc,cdround"
"399518494","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,37.858567,-81.476662,"Naoma, WV, US","Stephanie Lyon","cdc,cdround"
"399601413","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,36.212108,-81.69258,"Watauga County, US-NC, US","zzzzzoe","cdc,cdround"
"399662756","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,39.684831,-78.31696,"Allegany County, MD, USA","forestseasons","cdc,cdround"
"399847146","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,39.526233,-78.296202,"West Virginia, US","Talynn Schechter","cdc,cdround"
"399946233","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,40.106167,-80.666138,"Oglebay Dr, Wheeling, WV, US","obviouslynewhere","cdc,cdround"
"399965047","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,35.812966,-85.637422,"Rock Island State Park, Rock Island, TN, US","ejgreene","cdc,cdround"
"400031671","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,37.925967,-79.125528,"Raphine, VA 24472, USA","Carol Mullen","cdc,cdround"
"400271927","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,40.526293,-78.010721,"Petersburg Pike, Petersburg, PA, US","Payton Miller","cdc,cdround"
"400600973","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,40.953386,-80.16912,"Slippery Rock Township, PA, USA","Joe Franckiewicz","cdc,cdround"
"400660580","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,40.802897,-80.131722,"Harmony, PA, USA","Dawn Wehman","cdc,cdround"
"401210652","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,37.946762,-79.800225,"George Washington & Jefferson National Forests, Hot Springs, VA, US","Jeff Clark","cdc,cdround"
"400853569","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,35.811424,-78.716601,"Raleigh, NC 27607, USA","pollutedfruit","cdc,cdround"
"400932218","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,40.081355,-75.231352,"Philadelphia, PA 19128, USA","shaidar","cdc"
"400950789","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,35.507753,-91.830772,"Wilburn, AR, US","boverser","cdc,cdround"
"401013368","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,41.043251,-78.428917,"Bowmans Hill Rd, Clearfield, PA, US","a_myers_10","cdc,cdround"
"401043723","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,37.90825,-79.185527,"Virginia, US","Billy Gottenstrater","cdc,cdround"
"401214565","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,41.687355,-79.577747,"Southwest Township, PA, USA","creekgirl","cdc,cdround"
"401302988","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,39.368497,-80.11303,"Currey Rd, Grafton, WV, US","Mikie Taylor","cdc,cdround"
"401424911","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,37.946812,-79.800203,"George Washington & Jefferson National Forests, Hot Springs, VA, US","Izabella Farr","cdc,cdround"
"401523355","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,39.348563,-78.492897,"Canvas Ln, Capon Bridge, WV, US","brlintner","cdc,cdround"
"401587718","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,36.865421,-80.094124,"Franklin County, US, VA County, US-VA, US","lovecamp","cdc,cdround"
"401738793","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,41.385412,-81.073083,"Nash Rd, Middlefield, OH, US","redbarn6886","cdc,cdround"
"401753816","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,42.116985,-80.116773,"Erie, PA 16505, USA","Tyler Brooks","cdc,cdround"
"401788586","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,41.422892,-81.176633,"Geauga, Ohio, United States","Michael Hinczewski","cdc,cdround"
"402708663","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,41.184327,-81.470621,"Ohio, US","Summit Metro Parks","cdc,cdround"
"402763863","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,34.358005,-87.877546,"Phil Campbell, AL, US","wmcalpine","cdc,cdround"
"403017187","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,36.161628,-81.874038,"Lees-McRae College, Banner Elk, NC, US","Jedda","cdc,cdround"
"403374857","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,40.139214,-79.161592,"Laurel Summit Rd, Somerset, PA, US","Karen Zermatt","cdc,cdround"
"403741303","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,40.32077,-75.189151,"Creek Rd, Doylestown, PA, US","sprimps","cdc,cdround"
"441045706","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,41.55949,-81.13374,"Geauga County, OH, USA","Chia aka Cory Chiappone","cdc"
"403656097","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,42.380845,-76.656175,"Newfield, NY, US","spiker","cdc"
"403754276","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,41.300638,-80.321698,"Jefferson Township, PA, USA","Kim Springer","cdc,cdround"
"403864163","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,37.707533,-89.227072,"Southern Illinois University, Carbondale, IL, US","Brendanlikesbugs","cdc,cdround"
"403874425","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,37.708278,-89.229133,"Southern Illinois University, Carbondale, IL, US","Zach Skubiszewski","cdc,cdround"
"404035545","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,38.230643,-85.714691,"Tyler Park, Louisville, KY, USA","Chami Family","cdc,cdround"
"404088549","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,40.109101,-88.254431,"S New St, Champaign, IL, US","karen_t","cdc,cdround"
"404203883","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,34.684158,-94.370379,"Mena, AR 71953, USA","mtmeador","cdc,cdround"
"404361613","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,43.2288,-77.561894,"Durand Eastman Park, Rochester, NY, US","Sandy Wolkenberg","cdc,cdround"
"404546400","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,39.685122,-79.413338,"Good Hope Rd, Friendsville, MD, US","Caleb Strand","cdc,cdround"
"404623091","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,39.685067,-79.41335,"Friendsville, MD 21531, USA","Alina Martin","cdc,cdround"
"404752033","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,39.11774,-79.771083,"Tucker County, WV, USA","Randy Bodkins","cdc,cdround"
"404906704","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,36.330975,-84.224547,"Caryville, TN, US","Shelby Lyn Sanders","cdc,cdround"
"405381643","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,35.37277,-82.814927,"Haywood County, NC, USA","Nate Hartley","cdc,cdround"
"405546056","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,40.124108,-79.18228,"Wolf Rocks Trail, Boswell, PA, US","Jeff Clark","cdc,cdround"
"405672806","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,35.64088,-93.540772,"Ozark-St. Francis National Forests, Oark, AR, US","turkey911","cdc,cdround"
"405861478","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,40.124008,-79.182305,"Wolf Rocks Trail, Boswell, PA, US","Izabella Farr","cdc,cdround"
"406184938","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,35.172731,-83.02628,"Nantahala National Forest, Tuckasegee, NC, US","mkling","cdc,cdround"
"406232354","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,36.03155,-81.829628,"Pisgah National Forest, Newland, NC, US","Jedda","cdc,cdround"
"406447444","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,40.180004,-79.100601,"Sequanota","Isaiah Bednash","cdc,cdround"
"406458255","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,40.180004,-79.100601,"Sequanota","Isaiah Bednash","cdc,cdround"
"406521917","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,35.163195,-90.716528,"Cross County, AR, USA","Joe","cdc"
"407136328","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,42.608946,-80.612145,"Haldimand-Norfolk, CA-ON, CA","lilys39","cdc,cdround"
"406847611","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,41.940917,-80.473122,"West Springfield, PA 16443, USA","Levana Taylor","cdc,cdround"
"406889573","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,36.156525,-81.878128,"Pisgah National Forest, Banner Elk, NC, US","Jedda","cdc,cdround"
"407201036","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,40.834217,-74.192405,"Brookdale Park, Montclair, NJ, US","kaukasischefluegelnuss","cdc,cdround"
"407216479","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,39.768955,-78.814776,"United States","Brady O'Brien","cdc,cdround"
"407271740","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,37.384167,-79.53955,"Bedford, VA 24523, USA","Ilana","cdc,cdround"
"407319938","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,35.794701,-83.759877,"Tennessee, US","Brandon Corder","cdc,cdround"
"407510316","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,40.532656,-80.588801,"NEW CUMBERLND, WV 26047, USA","Joe Franckiewicz","cdc"
"407814029","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,41.91912,-80.128217,"Erie County, PA, USA","Natalie Waddell-Rutter","cdc,cdround"
"407861884","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,39.667938,-79.621284,"Brandonville","jimmy986","cdc,cdround"
"407862740","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,38.577169,-79.701617,"Pocahontas County, WV, USA","Randy Bodkins","cdc,cdround"
"408229410","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,36.884327,-81.521678,"Smyth County, US-VA, US","jbluongo","cdc,cdround"
"408230973","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,37.366627,-80.527875,"Giles County, US-VA, US","jbluongo","cdc,cdround"
"408230994","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,37.366024,-80.527786,"Giles County, US-VA, US","jbluongo","cdc,cdround"
"408231018","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,37.366699,-80.526175,"Giles County, US-VA, US","jbluongo","cdc,cdround"
"408231051","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,37.366887,-80.525924,"Giles County, US-VA, US","jbluongo","cdc,cdround"
"408232934","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,37.425612,-80.559557,"Giles County, US-VA, US","jbluongo","cdc,cdround"
"408380804","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,36.072331,-84.854488,"Crossville, TN 38571, USA","jdowlen","cdc,cdround"
"408488459","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,43.006114,-78.7938,"University at Buffalo, Buffalo, NY, US","Albert E. Fulton, Ph.D.","cdc,cdround"
"408523170","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,34.97884,-85.811822,"Bridgeport, AL 35740, USA","Mary Shew","cdc,cdround"
"408559836","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,39.461104,-79.476659,"United States","Josh Emm","cdc,cdround"
"408984532","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,33.23822,-86.919327,"Shelby County, US-AL, US","knconnelly","cdc,cdround"
"409082633","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,42.257931,-71.835638,"idk, Worcester, MA 01602, USA","John","cdc,cdround"
"409173301","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,42.237591,-79.587219,"Mayville, NY 14757, USA","Steven DM","cdc,cdround"
"409179340","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,35.073985,-83.628579,"North Carolina, US","lillybyrd","cdc,cdround"
"409476886","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,41.420475,-81.423081,"Bentleyville, OH, USA","alcadesky","cdc,cdround"
"409660490","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,42.647623,-80.44918,"Haldimand-Norfolk, CA-ON, CA","ndoerr88","cdc,cdround"
"410005456","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,41.336543,-81.424636,"Twinsburg, OH 44087, USA","Julie","cdc,cdround"
"410020111","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,41.219286,-81.699876,"Hinckley Township, OH 44233, USA","Richard Moore","cdc,cdround"
"410662555","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,42.583,-78.027939,"Letchworth State Park, Hunt, NY, US","julianna_skill","cdc,cdround"
"411051441","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,42.669828,-78.711608,"Omphalius Rd, Colden, NY, US","Albert E. Fulton, Ph.D.","cdc,cdround"
"411449592","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,40.301737,-80.001484,"Allegheny County, US-PA, US","kenbehrens","cdc,cdround"
"411004308","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,42.116902,-80.11673,"Erie, PA 16505, USA","Tyler Brooks","cdc"
"411245077","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,42.426175,-71.237047,"Hayden Woods, Lexington, MA, US","Barbara Katzenberg","cdc,cdround"
"412521689","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,39.627813,-79.864528,"Monongalia County, WV, USA","augochlora","cdc,cdround"
"411740374","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,36.194805,-81.76065,"Pisgah National Forest, Banner Elk, NC, US","Anthony J. Mills","cdc"
"411978934","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,36.211058,-81.678561,"Appalachian State University, Boone, NC, US","dendro-julia","cdc,cdround"
"412082109","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,37.838275,-81.066441,"Raleigh County, WV, USA","Dwight Baker","cdc,cdround"
"412093450","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,37.847416,-81.063229,"Raleigh County, WV, USA","Dwight Baker","cdc,cdround"
"412247821","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,41.219337,-81.699621,"Hinckley, OH, US","jmcclain","cdc,cdround"
"412541025","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,36.213242,-81.688408,"Appalachian State University, Boone, NC, US","Anthony J. Mills","cdc,cdround"
"412648878","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,36.211792,-81.692567,"Appalachian State University, Boone, NC, US","Anthony J. Mills","cdc,cdround"
"413190011","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,42.276611,-83.806541,"Haisley, Ann Arbor, MI, US","rollinbresson","cdc,cdround"
"413211807","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,41.64348,-81.126514,"Radcliffe Rd, Chardon, OH, US","rollinbresson","cdc,cdround"
"413308133","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,31.610155,-87.814713,"Grove Hill, AL, US","Howard Horne","cdc,cdround"
"413309772","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,41.299591,-81.80075,"Strongsville, OH 44136, USA","Richard Moore","cdc,cdround"
"413334922","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,35.122578,-85.919237,"Sewanee, TN, US","dpvision","cdc,cdround"
"413356139","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,40.668863,-77.909653,"Discovery Rd, Petersburg, PA, US","Andrew Conboy","cdc,cdround"
"413683742","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,41.215917,-81.695781,"Medina County, OH, USA","Max Miller","cdc,cdround"
"422106708","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,39.893295,-79.498049,"Fayette County, PA, USA","William J. Deml","cdc,cdround"
"446208392","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,41.376298,-81.548965,"Walton Hills, OH 44146, USA","Chia aka Cory Chiappone","cdc,cdround"
"413662686","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,42.576303,-83.375787,"Orchard Lake Nature Sanctuary, Orchard Lake, MI, US","Camryn Brent","cdc,cdround"
"414188631","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,41.654779,-80.521315,"Ashtabula County, US-OH, US","bakerl1728","cdc,cdround"
"414535330","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,37.423652,-89.337318,"Illinois, US","Zach Skubiszewski","cdc,cdround"
"414580643","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,39.641402,-78.690572,"United States","Aidan","cdc,cdround"
"415441687","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,37.921253,-79.086967,"George Washington & Jefferson National Forests, Raphine, VA, US","superdambar","cdc,cdround"
"415641782","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,42.110656,-79.988608,"Norcross Rd, Erie, PA, US","spencero0","cdc,cdround"
"415701367","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,41.407875,-79.97089,"Pennsylvania, US","nature_nerd1164","cdc,cdround"
"415773835","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,40.166306,-79.347675,"Foggy Mountain Ln, Stahlstown, PA, US","Mason Heberling","cdc,cdround"
"415866138","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,32.609115,-85.915076,"Tallassee, AL 36078, USA","Alvin Diamond","cdc,cdround"
"415897549","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,41.396007,-70.679826,"Vineyard Haven, MA 02568, USA","Elizabeth","cdc,cdround"
"415946797","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,37.412562,-89.462817,"Illinois, US","Zach Skubiszewski","cdc,cdround"
"417557424","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,34.739202,-86.507392,"Huntsville, AL 35801, USA","Helen A. Czech","cdc,cdround"
"417750881","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,34.724362,-86.526014,"Huntsville, AL 35801, USA","katmoel","cdc,cdround"
"418526084","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,41.340064,-79.212356,"Clarion County, PA, USA","Andrew Conboy","cdc,cdround"
"419089259","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,41.219336,-81.712299,"Hinckley Township, OH 44233, USA","Paul Pernici","cdc,cdround"
"419202580","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,41.109326,-81.340415,"4484 Edson Rd, Kent, OH 44240","Brimfield Township Parks and Recreation","cdc,cdround"
"419561556","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,41.8517,-78.863838,"Allegheny National Forest, Bradford, PA, US","kindle_73","cdc,cdround"
"427470471","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,35.508442,-81.039879,"Denver, NC, US","stephanie_riano","cdc,cdround"
"419800734","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,40.212426,-74.938519,"George School, Newtown, PA, US","gong_k","cdc,cdround"
"419874113","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,35.594255,-83.0093,"Waynesville, NC 28785, USA","Lori A Owenby","cdc"
"420315195","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,39.626614,-78.618045,"Allegany County, US-MD, US","William Michael O'Boyle","cdc,cdround"
"420323771","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,41.004737,-81.112247,"Ohio, US","Jessica Williams","cdc,cdround"
"420660330","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,37.315488,-89.477721,"Illinois, US","Matt Tomlinson","cdc,cdround"
"421441516","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,36.606968,-83.63357,"Cumberland Gap National Historical Park, Ewing, VA, US","ryantaylor","cdc,cdround"
"421743862","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,41.676112,-81.236939,"Concord Woods Nature Park, Lake County, OH, USA","libbyfeil","cdc,cdround"
"421976728","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,36.194976,-81.760828,"Pisgah National Forest, Banner Elk, NC, US","jenkinslauren","cdc,cdround"
"422008077","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,33.385186,-86.837915,"Village Green Cir, Hoover, AL, US","Ken Wills","cdc,cdround"
"422069110","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,38.940533,-79.945965,"Randolph County, WV, USA","Randy Bodkins","cdc,cdround"
"422298910","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,41.210993,-81.364403,"Streetsboro, OH, USA","Michael Hinczewski","cdc,cdround"
"422298912","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,41.211226,-81.364049,"Streetsboro, OH, USA","Michael Hinczewski","cdc,cdround"
"422298913","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,41.211175,-81.363847,"Streetsboro, OH, USA","Michael Hinczewski","cdc,cdround"
"422806344","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,35.922628,-79.107756,"NC-54, Carrboro, NC, US","Jared Evans","cdc,cdround"
"431566187","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,37.022378,-84.323045,"Daniel Boone National Forest, London, KY, US","Ethan Wells","cdc,cdround"
"431566400","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,37.022433,-84.322836,"Daniel Boone National Forest, London, KY, US","Ethan Wells","cdc,cdround"
"435083447","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,42.001966,-78.927113,"Cattaraugus County, NY, USA","Erik Danielsen","cdc,cdround"
"441254998","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,37.505662,-89.341208,"Shawnee National Forest, Alto Pass, IL, US","Daniel Pohl","cdc,cdround"
"443787177","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,41.671238,-81.181805,"Lake County, OH, USA","Chia aka Cory Chiappone","cdc,cdround"
"443791273","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,41.665899,-81.173939,"Lake County, OH, USA","Chia aka Cory Chiappone","cdc,cdround"
